Customer_Age,Customer_AnnualIncome,Customer_AccountBalance,Customer_CreditScore,Customer_Tenure,Customer_City,Customer_Segment,Customer_Channel,Customer_CustomerJoinDate,Customer_Active,Customer_RiskLevel,Customer_MonthlySpend,Customer_Transactions,Customer_SatisfactionScore,Income_Lakhs,MonthlyIncome,Income_After_Spending,Balance_Income_Ratio
67.0,248134.0,12595.63,781,6,Hyderabad,Corporate,Mobile,2021-12-10,Yes,High,8903.96,10,3.1,2.48134,20677.833333333332,11773.873333333333,0.05076140311283419
38.0,212686.0,89657.14,348,1,Chennai,Corporate,Agent,2023-09-16,Yes,High,39930.76,50,3.5,2.12686,17723.833333333332,-22206.92666666667,0.4215469753533378
52.0,54241.0,53151.28,817,5,Kolkata,Retail,Branch,2025-03-06,No,Low,49935.57,32,5.6,0.54241,4520.083333333333,-45415.486666666664,0.9799096624324772
69.0,205795.0,220868.66,845,0,Pune,Premium,Online,2022-03-11,Yes,Low,24625.17,139,5.605416666666668,2.05795,17149.583333333332,-7475.586666666666,1.0732459972302535
60.0,50556.0,199609.56,827,7,Pune,Corporate,Branch,2025-07-06,No,Low,24603.57,110,8.5,0.50556,4213.0,-20390.57,3.9482862568241157
23.0,134847.0,187561.43,823,3,Chennai,Premium,Mobile,2024-09-05,Yes,Low,21670.8,4,1.6,1.34847,11237.25,-10433.55,1.3909203022684968
66.0,61059.0,246948.25,620,13,Pune,Retail,Agent,2021-07-30,Yes,Medium,9090.08,78,4.4,0.61059,5088.25,-4001.83,4.04442015100149
69.0,193123.0,284969.9,422,6,Kolkata,SME,Agent,2025-12-06,No,High,37531.46,19,7.2,1.93123,16093.583333333334,-21437.876666666663,1.4755875789004935
66.0,139914.0,187508.76,313,9,Mumbai,SME,Branch,2022-09-08,No,High,21327.63,10,6.5,1.39914,11659.5,-9668.130000000001,1.3401715339422788
73.0,139914.0,185697.47,664,14,Kolkata,Corporate,Agent,2023-09-06,Yes,Medium,37767.04,100,3.7,1.39914,11659.5,-26107.54,1.3272257958460196
47.0,238440.0,266965.12,818,11,Kolkata,Retail,Online,2022-02-10,Yes,Low,29336.31,123,3.6,2.3844,19870.0,-9466.310000000001,1.1196322764636806
23.0,181222.0,261190.16,570,0,Hyderabad,Premium,Mobile,2022-01-25,No,Medium,49885.96,3,1.2,1.81222,15101.833333333334,-34784.12666666666,1.4412718102658617
18.0,144246.0,93506.95,434,8,Kolkata,SME,Branch,2022-06-26,Yes,High,47314.03,106,6.5,1.44246,12020.5,-35293.53,0.6482463985136503
32.0,51155.0,41099.72,725,15,Chennai,Premium,Branch,2022-08-07,Yes,Low,46197.21,62,3.2,0.51155,4262.916666666667,-41934.293333333335,0.8034350503372104
70.0,53625.0,292311.67,511,0,Pune,Corporate,Branch,2021-03-15,Yes,High,14724.01,19,7.8,0.53625,4468.75,-10255.26,5.451033473193473
61.0,139914.0,173652.05,671,2,Delhi,SME,Online,2024-02-08,Yes,Medium,11941.45,69,4.8,1.39914,11659.5,-281.9500000000007,1.2411341967208427
40.0,181503.0,254753.7,368,13,Pune,Corporate,Agent,2024-02-12,No,High,42710.13,140,1.8,1.81503,15125.25,-27584.879999999997,1.4035784532487068
62.0,37323.0,64400.36,742,11,Bangalore,SME,Agent,2021-12-27,Yes,Low,49942.82,69,6.8,0.37323,3110.25,-46832.57,1.72548723307344
61.0,139914.0,117838.13,527,7,Chennai,Retail,Branch,2024-02-08,Yes,High,30857.53,125,4.9,1.39914,11659.5,-19198.03,0.8422182912360451
54.0,216305.0,66146.53,712,15,Chennai,Premium,Agent,2022-04-02,Yes,Low,6139.94,77,2.9,2.16305,18025.416666666668,11885.47666666667,0.3058021312498555
71.0,42073.0,151344.55801855895,570,12,Pune,Premium,Branch,2022-05-05,Yes,Low,24625.17,54,6.3,0.42073,3506.0833333333335,-21119.086666666666,3.59718959947137
38.0,83810.0,255478.3,795,12,Kolkata,Premium,Agent,2025-03-02,No,Low,31803.84,87,1.2,0.8381,6984.166666666667,-24819.673333333332,3.048303305094857
71.0,146673.0,86401.6,514,8,Mumbai,SME,Agent,2024-01-14,No,High,4168.9,45,5.4,1.46673,12222.75,8053.85,0.5890763807926477
58.0,213978.0,148244.3,492,9,Mumbai,Corporate,Branch,2023-07-19,Yes,High,33112.32,121,5.7,2.13978,17831.5,-15280.82,0.6928015964258007
48.0,185443.0,112066.44,479,11,Delhi,Retail,Agent,2023-08-24,Yes,High,32235.41,55,9.3,1.85443,15453.583333333334,-16781.826666666668,0.6043174452527191
26.0,161156.0,50207.92,412,1,Bangalore,Corporate,Mobile,2026-03-11,Yes,High,18094.75,69,8.8,1.61156,13429.666666666666,-4665.083333333334,0.31154856164213557
39.0,74733.0,268709.39,797,9,Hyderabad,Premium,Mobile,2023-09-19,Yes,Low,36638.72,147,9.9,0.74733,6227.75,-30410.97,3.5955921748089867
47.0,144503.0,97576.17,443,4,Hyderabad,Corporate,Mobile,2023-06-25,Yes,High,26161.17,144,4.0,1.44503,12041.916666666666,-14119.253333333332,0.6752535933510031
47.0,46223.0,138456.88,444,3,Delhi,Premium,Agent,2021-06-27,No,High,25739.68,89,5.605416666666668,0.46223,3851.9166666666665,-21887.763333333332,2.995410942604331
33.0,161321.0,64603.31,821,11,Pune,SME,Online,2025-08-29,Yes,Low,8898.22,28,7.3,1.61321,13443.416666666666,4545.196666666667,0.40046435367993005
47.0,228667.0,151344.55801855895,565,2,Hyderabad,Corporate,Online,2024-02-15,Yes,Medium,2982.13,85,3.5,2.28667,19055.583333333332,16073.453333333331,0.6618557029154138
43.0,237781.0,47707.5,826,5,Pune,Premium,Branch,2022-01-01,Yes,Low,40749.45,53,7.6,2.37781,19815.083333333332,-20934.366666666665,0.20063629978846081
30.0,170639.0,279192.74,739,7,Pune,Corporate,Online,2023-07-28,Yes,Low,36337.77,29,3.4,1.70639,14219.916666666666,-22117.853333333333,1.6361601978445723
20.0,102576.0,162741.3,468,9,Mumbai,Corporate,Online,2024-09-13,Yes,High,17308.46,7,6.4,1.02576,8548.0,-8760.46,1.586543635938231
50.0,25661.0,151344.55801855895,821,11,Mumbai,Retail,Branch,2021-07-20,Yes,Low,36902.99,76,1.0,0.25661,2138.4166666666665,-34764.573333333334,5.897843342759789
49.0,231376.0,43558.95,738,8,Chennai,Premium,Agent,2024-05-27,Yes,Low,30401.57,46,7.6,2.31376,19281.333333333332,-11120.236666666668,0.1882604505220939
46.0,183038.0,134644.09,331,15,Bangalore,Retail,Mobile,2022-06-19,Yes,High,28934.47,16,5.4,1.83038,15253.166666666666,-13681.303333333335,0.735607305586818
48.0,129211.0,35524.51,304,7,Mumbai,Premium,Online,2024-04-27,Yes,High,12164.3,44,4.3,1.29211,10767.583333333334,-1396.7166666666653,0.27493410003792246
23.0,160327.0,273456.39,825,12,Mumbai,Corporate,Mobile,2025-12-31,No,Low,27439.72,122,7.4,1.60327,13360.583333333334,-14079.136666666667,1.7056165836072528
25.0,43752.0,179653.62,434,8,Kolkata,SME,Online,2022-04-19,Yes,High,27351.07,19,5.605416666666668,0.43752,3646.0,-23705.07,4.106180746023039
20.0,186633.0,270096.38,570,3,Kolkata,Retail,Online,2021-11-15,Yes,Medium,30159.19,76,8.1,1.86633,15552.75,-14606.439999999999,1.4472059067796157
41.0,134079.0,238802.22,465,10,Bangalore,Premium,Agent,2022-10-20,Yes,High,22969.68,10,5.0,1.34079,11173.25,-11796.43,1.781056093795449
22.0,25587.0,50718.53,627,8,Delhi,Retail,Mobile,2021-12-03,Yes,Medium,18381.52,54,5.8,0.25587,2132.25,-16249.27,1.9821991636377847
68.0,122033.0,122921.77,823,5,Kolkata,Premium,Branch,2023-08-11,Yes,Low,24625.17,69,7.7,1.22033,10169.416666666666,-14455.753333333332,1.007283030000082
54.0,139914.0,122633.18,689,10,Chennai,SME,Branch,2024-01-17,Yes,Medium,28460.03,56,7.0,1.39914,11659.5,-16800.53,0.8764897008162156
46.0,183285.0,111977.94,679,14,Kolkata,Corporate,Branch,2025-10-07,Yes,Medium,27672.46,8,3.0,1.83285,15273.75,-12398.71,0.6109498322284966
25.0,158533.0,200792.58,678,4,Delhi,Corporate,Online,2024-03-27,Yes,Medium,8194.89,62,2.7,1.58533,13211.083333333334,5016.1933333333345,1.26656645619524
60.0,68642.0,85472.41,654,13,Hyderabad,Premium,Agent,2023-08-24,Yes,Medium,29992.47,76,8.7,0.68642,5720.166666666667,-24272.303333333333,1.2451911366218933
51.0,217660.0,151344.55801855895,480,5,Bangalore,Retail,Branch,2025-08-05,Yes,High,10967.78,103,2.5,2.1766,18138.333333333332,7170.5533333333315,0.695325544512354
43.0,169302.0,38752.33,432,12,Delhi,Retail,Mobile,2022-04-08,No,High,49089.73,55,6.5,1.69302,14108.5,-34981.23,0.2288946970502416
70.0,55087.0,204524.59,827,9,Delhi,Corporate,Mobile,2023-08-24,Yes,Low,39745.8,25,7.4,0.55087,4590.583333333333,-35155.21666666667,3.7127560041389076
38.0,88870.0,133171.15,606,15,Chennai,Corporate,Agent,2021-03-01,No,Medium,29379.06,8,9.9,0.8887,7405.833333333333,-21973.22666666667,1.4984938674468324
21.0,81307.0,115212.79,414,2,Kolkata,SME,Agent,2024-08-07,No,High,2060.96,108,7.4,0.81307,6775.583333333333,4714.623333333333,1.4170094825783757
47.0,126459.0,193377.35,651,6,Hyderabad,Premium,Online,2024-03-31,No,Medium,36246.7,149,6.1,1.26459,10538.25,-25708.449999999997,1.5291703239785228
68.0,185866.0,294512.2,721,4,Mumbai,SME,Mobile,2025-05-12,No,Low,24625.17,103,9.4,1.85866,15488.833333333334,-9136.336666666664,1.5845404753962533
31.0,181193.0,247130.22,506,6,Delhi,SME,Online,2023-08-24,No,High,16646.16,76,5.7,1.81193,15099.416666666666,-1546.7433333333338,1.3639060007836947
36.0,156733.0,148050.3,431,1,Mumbai,Corporate,Mobile,2025-10-31,Yes,High,34900.89,111,7.5,1.56733,13061.083333333334,-21839.806666666664,0.9446019664014598
24.0,171295.0,235430.9,491,12,Delhi,Corporate,Agent,2023-05-09,Yes,High,16635.96,54,3.9,1.71295,14274.583333333334,-2361.376666666665,1.374417817215914
56.0,34078.0,264597.65,307,1,Mumbai,SME,Online,2026-01-29,No,High,26784.65,11,2.5,0.34078,2839.8333333333335,-23944.81666666667,7.764471213099361
50.0,73868.0,140499.06,740,15,Hyderabad,SME,Agent,2024-07-24,Yes,Low,5938.06,48,1.1,0.73868,6155.666666666667,217.60666666666657,1.9020287539936103
49.0,95202.0,93915.04,797,5,Bangalore,Corporate,Mobile,2023-08-06,Yes,Low,37005.73,132,9.6,0.95202,7933.5,-29072.230000000003,0.9864817966009117
40.0,142832.0,178045.73,808,7,Mumbai,SME,Agent,2023-09-22,Yes,Low,19593.75,139,2.6,1.42832,11902.666666666666,-7691.083333333334,1.2465395009521676
47.0,32813.0,251564.76,780,13,Bangalore,Premium,Agent,2021-10-20,Yes,Low,37314.97,41,8.5,0.32813,2734.4166666666665,-34580.55333333334,7.6666187181909615
27.0,150426.0,140785.57,318,5,Hyderabad,SME,Agent,2022-12-22,Yes,High,859.0,63,3.5,1.50426,12535.5,11676.5,0.9359124752369936
55.0,80419.0,151344.55801855895,375,6,Bangalore,Corporate,Mobile,2021-08-22,Yes,High,33060.03,41,3.0,0.80419,6701.583333333333,-26358.446666666667,1.881950260741354
74.0,44508.0,43144.31,409,11,Hyderabad,Premium,Mobile,2026-01-15,Yes,High,10187.08,77,5.7,0.44508,3709.0,-6478.08,0.9693607890716275
38.0,149165.0,123802.6,558,5,Pune,Corporate,Agent,2021-07-29,No,Medium,29680.52,69,7.3,1.49165,12430.416666666666,-17250.103333333333,0.8299708376629907
45.0,118269.0,151344.55801855895,460,14,Pune,SME,Branch,2026-03-02,Yes,High,20084.52,102,5.605416666666668,1.18269,9855.75,-10228.77,1.279663800476532
70.0,236830.0,25175.86,572,14,Pune,SME,Online,2024-01-28,No,Medium,2240.46,26,5.3,2.3683,19735.833333333332,17495.373333333333,0.10630350884600769
28.0,214648.0,111660.12,405,5,Mumbai,Corporate,Online,2023-07-03,Yes,High,11745.97,13,8.9,2.14648,17887.333333333332,6141.363333333333,0.5202010733852633
46.0,219718.0,139704.76,348,12,Delhi,Premium,Branch,2021-11-26,Yes,High,44693.27,6,6.7,2.19718,18309.833333333332,-26383.436666666665,0.635836663359397
47.0,139914.0,91209.08,384,13,Kolkata,SME,Branch,2022-05-10,Yes,High,8631.05,9,8.1,1.39914,11659.5,3028.4500000000007,0.6518938776677102
54.0,173702.0,166406.31,672,9,Chennai,Corporate,Online,2022-03-20,Yes,Medium,24625.17,47,7.3,1.73702,14475.166666666666,-10150.003333333332,0.9579988140608628
42.0,162348.0,124692.66,570,12,Mumbai,Corporate,Online,2021-01-20,Yes,Medium,4691.47,66,3.3,1.62348,13529.0,8837.529999999999,0.768057875674477
20.0,139914.0,201973.93,325,11,Kolkata,SME,Mobile,2024-08-24,No,High,39303.87,86,4.3,1.39914,11659.5,-27644.370000000003,1.443557685435339
43.0,98770.0,51626.77,490,10,Delhi,Premium,Branch,2021-08-25,No,High,24625.17,121,5.3,0.9877,8230.833333333334,-16394.336666666662,0.5226968715196921
47.0,181921.0,263294.11,611,14,Mumbai,Corporate,Agent,2023-05-17,No,Medium,24625.17,48,6.3,1.81921,15160.083333333334,-9465.086666666664,1.4472991573265317
70.0,185928.0,290115.8,738,14,Chennai,Retail,Branch,2025-03-01,Yes,Low,21283.54,107,1.4,1.85928,15494.0,-5789.540000000001,1.56036637838303
43.0,127215.0,279266.21,807,14,Mumbai,Corporate,Online,2024-03-26,Yes,Low,40664.67,97,2.8,1.27215,10601.25,-30063.42,2.1952302008410958
39.0,50559.0,13456.07,567,4,Bangalore,SME,Online,2021-07-11,Yes,High,46239.71,121,6.5,0.50559,4213.25,-42026.46,0.2661458889614114
53.0,248725.0,184773.57,419,6,Bangalore,Corporate,Online,2024-11-07,Yes,High,36027.25,109,5.6,2.48725,20727.083333333332,-15300.166666666668,0.7428829832143934
44.0,111988.0,215271.64,841,14,Pune,Retail,Branch,2022-07-24,Yes,Low,38318.62,41,5.3,1.11988,9332.333333333334,-28986.286666666667,1.9222741722327394
47.0,108362.0,151344.55801855895,531,1,Delhi,Premium,Agent,2025-09-08,Yes,High,17857.14,35,8.7,1.08362,9030.166666666666,-8826.973333333333,1.3966571124430978
43.0,54516.0,49770.31,472,3,Chennai,Premium,Online,2023-08-24,No,High,48225.22,140,2.0,0.54516,4543.0,-43682.22,0.9129486756181671
62.0,98794.0,273350.49,537,0,Bangalore,SME,Online,2026-01-01,Yes,High,24625.17,136,5.605416666666668,0.98794,8232.833333333334,-16392.336666666662,2.7668733931210396
65.0,40037.0,76090.67,494,7,Bangalore,Retail,Agent,2024-09-03,Yes,High,23019.29,67,5.1,0.40037,3336.4166666666665,-19682.873333333333,1.9005087793790743
36.0,232779.0,257138.87,763,11,Kolkata,Premium,Online,2021-11-14,Yes,Low,27191.91,60,5.8,2.32779,19398.25,-7793.66,1.1046480567405135
44.0,229237.0,146812.93,517,0,Chennai,Premium,Online,2024-10-01,Yes,High,21994.72,2,5.7,2.29237,19103.083333333332,-2891.636666666669,0.6404416826254051
75.0,57556.0,132.83,793,4,Bangalore,Retail,Agent,2021-04-01,Yes,High,23017.88,110,2.9,0.57556,4796.333333333333,-18221.54666666667,0.00230783932170408
75.0,42633.0,189210.14,735,12,Chennai,Corporate,Mobile,2021-07-11,Yes,Low,9471.77,90,5.8,0.42633,3552.75,-5919.02,4.438114606056342
63.0,139914.0,90905.25,697,1,Pune,Premium,Online,2024-09-11,Yes,Medium,3944.8,100,2.9,1.39914,11659.5,7714.7,0.6497223294309361
22.0,203148.0,40095.17,838,5,Hyderabad,SME,Branch,2023-12-05,No,Low,31999.04,25,8.6,2.03148,16929.0,-15070.04,0.19736925788095377
41.0,220451.0,207203.93,356,8,Bangalore,Premium,Online,2021-07-30,No,High,39333.25,73,4.8,2.20451,18370.916666666668,-20962.333333333332,0.9399092315299091
20.0,110708.0,246577.99,802,9,Hyderabad,SME,Agent,2022-05-06,Yes,Low,32951.9,60,2.2,1.10708,9225.666666666666,-23726.233333333337,2.227282490876901
57.0,59051.0,203434.15,481,5,Kolkata,Corporate,Agent,2021-04-16,No,High,14602.98,76,5.605416666666668,0.59051,4920.916666666667,-9682.063333333332,3.4450585087466763
52.0,198063.0,211847.55,605,12,Pune,Retail,Online,2023-07-07,Yes,Medium,31905.43,35,4.0,1.98063,16505.25,-15400.18,1.0695967949591796
24.0,244772.0,183677.45,433,8,Delhi,Retail,Agent,2023-02-26,No,High,33860.25,100,5.605416666666668,2.44772,20397.666666666668,-13462.583333333332,0.7504022110372102
68.0,154295.0,283178.49,837,8,Mumbai,Premium,Branch,2025-03-14,Yes,Low,5433.23,71,4.3,1.54295,12857.916666666666,7424.6866666666665,1.835305680676626
51.0,141891.0,158169.8,641,7,Kolkata,SME,Online,2023-06-17,Yes,Medium,33488.12,111,1.4,1.41891,11824.25,-21663.870000000003,1.1147275020966798
54.0,200641.0,152233.91,731,10,Chennai,Premium,Branch,2024-02-24,Yes,Low,4049.67,48,5.605416666666668,2.00641,16720.083333333332,12670.413333333332,0.7587377953658525
51.0,126268.0,294130.67,468,14,Mumbai,SME,Mobile,2022-06-01,Yes,High,9893.3,118,2.5,1.26268,10522.333333333334,629.0333333333347,2.329415766464979
40.0,176175.0,10502.37,511,6,Kolkata,Retail,Mobile,2023-06-20,No,High,35772.61,24,5.6,1.76175,14681.25,-21091.36,0.05961328224776501
56.0,139914.0,121967.04,623,3,Pune,Retail,Online,2024-05-03,No,Medium,30253.3,67,4.5,1.39914,11659.5,-18593.8,0.8717286333033148
41.0,164999.0,268812.24,518,5,Bangalore,Premium,Branch,2026-02-24,Yes,High,31351.25,87,2.6,1.64999,13749.916666666666,-17601.333333333336,1.6291749646967557
47.0,192450.0,252983.43,528,13,Unknown,Retail,Branch,2025-01-13,No,High,28123.42,16,6.1,1.9245,16037.5,-12085.919999999998,1.314541075604053
73.0,215706.0,113885.03,487,13,Kolkata,SME,Mobile,2024-12-12,Yes,High,24625.17,115,1.8,2.15706,17975.5,-6649.669999999998,0.5279641270989217
43.0,186731.0,215747.97,572,13,Mumbai,Premium,Mobile,2023-01-17,Yes,Medium,7768.98,126,1.2,1.86731,15560.916666666666,7791.9366666666665,1.1553944979676647
51.0,236476.0,202831.51,765,12,Kolkata,Corporate,Online,2024-08-10,Yes,Low,28468.38,101,8.9,2.36476,19706.333333333332,-8762.046666666669,0.8577255620020636
41.0,75106.0,8900.47,365,2,Hyderabad,Retail,Agent,2021-03-07,Yes,High,30726.82,77,7.7,0.75106,6258.833333333333,-24467.986666666668,0.11850544563683327
52.0,88888.0,151344.55801855895,793,5,Bangalore,Premium,Agent,2022-04-15,No,Low,26601.31,47,5.2,0.88888,7407.333333333333,-19193.97666666667,1.7026433041418296
69.0,128892.0,151344.55801855895,356,3,Mumbai,SME,Branch,2021-02-12,Yes,High,12550.97,132,6.5,1.28892,10741.0,-1809.9699999999993,1.1741966764311125
73.0,106942.0,229548.1,797,5,Hyderabad,SME,Agent,2024-12-18,No,Low,45804.97,104,2.6,1.06942,8911.833333333334,-36893.136666666665,2.146472854444465
47.0,137020.0,151344.55801855895,578,15,Hyderabad,Corporate,Branch,2023-08-16,Yes,Medium,15216.38,92,9.4,1.3702,11418.333333333334,-3798.0466666666653,1.1045435558207484
74.0,142407.0,139516.57,443,6,Pune,Corporate,Agent,2025-09-15,Yes,High,21901.21,113,1.7,1.42407,11867.25,-10033.96,0.9797030342609563
68.0,153386.0,151344.55801855895,782,10,Kolkata,Corporate,Agent,2024-10-25,No,Low,30913.3,89,6.4,1.53386,12782.166666666666,-18131.13333333333,0.986690819361343
39.0,172603.0,202837.62,379,0,Chennai,Premium,Online,2023-01-26,Yes,High,3659.39,111,7.7,1.72603,14383.583333333334,10724.193333333335,1.1751685660156543
56.0,129792.0,194332.27,583,3,Bangalore,Corporate,Mobile,2023-08-24,Yes,Medium,35250.77,117,7.0,1.29792,10816.0,-24434.769999999997,1.4972592301528598
64.0,121055.0,88640.38,795,6,Delhi,SME,Online,2025-11-08,Yes,Low,2492.12,2,8.6,1.21055,10087.916666666666,7595.796666666666,0.7322322911073479
75.0,149661.0,77816.52,503,15,Kolkata,Premium,Mobile,2026-01-24,Yes,High,7961.25,43,5.605416666666668,1.49661,12471.75,4510.5,0.5199518912742799
75.0,181498.0,164010.16,449,6,Mumbai,SME,Branch,2025-07-01,Yes,High,31413.64,76,8.7,1.81498,15124.833333333334,-16288.806666666665,0.903647202723997
40.0,58756.0,137539.93,375,4,Chennai,Premium,Online,2021-05-11,Yes,High,2928.15,29,6.0,0.58756,4896.333333333333,1968.183333333333,2.3408661243107085
58.0,152118.0,216196.54,629,2,Unknown,Corporate,Mobile,2023-08-24,Yes,Medium,14825.55,5,9.3,1.52118,12676.5,-2149.0499999999993,1.4212423250371422
75.0,59707.0,285906.01,626,6,Hyderabad,Retail,Online,2024-09-01,No,Medium,37625.75,50,2.5,0.59707,4975.583333333333,-32650.166666666668,4.78848392985747
28.0,187002.0,42332.28,399,14,Pune,Premium,Online,2023-05-01,No,High,6104.42,79,8.1,1.87002,15583.5,9479.08,0.22637340777103987
73.0,139914.0,105541.5,510,13,Bangalore,Corporate,Branch,2022-06-11,No,High,43169.88,17,3.6,1.39914,11659.5,-31510.379999999997,0.7543312320425404
39.0,219442.0,187937.11,361,13,Bangalore,Corporate,Online,2024-05-28,No,High,45922.84,110,2.1,2.19442,18286.833333333332,-27636.006666666664,0.8564318134176684
43.0,90794.0,284026.81,619,13,Delhi,Retail,Branch,2024-12-03,No,Medium,9069.71,129,3.5,0.90794,7566.166666666667,-1503.5433333333322,3.1282552811859814
23.0,197307.0,137470.4,312,11,Delhi,Retail,Agent,2022-03-08,Yes,High,15303.68,112,9.9,1.97307,16442.25,1138.5699999999997,0.6967335168037626
35.0,199018.0,156963.92,507,13,Mumbai,Retail,Agent,2025-02-28,No,High,24625.17,49,6.6,1.99018,16584.833333333332,-8040.336666666666,0.7886920781034882
18.0,166706.0,151344.55801855895,413,3,Hyderabad,Corporate,Online,2025-05-06,Yes,High,34235.98,103,5.6,1.66706,13892.166666666666,-20343.81333333334,0.9078530947809854
53.0,96635.0,186272.58,802,15,Hyderabad,Premium,Agent,2024-01-07,Yes,Low,41512.66,129,8.7,0.96635,8052.916666666667,-33459.74333333334,1.9275891757644745
20.0,169097.0,249206.55,568,4,Kolkata,Corporate,Mobile,2025-03-10,Yes,Medium,48568.09,89,9.2,1.69097,14091.416666666666,-34476.67333333333,1.4737490907585586
30.0,123605.0,106109.01,466,7,Kolkata,SME,Branch,2026-02-04,Yes,High,24625.17,73,7.3,1.23605,10300.416666666666,-14324.753333333332,0.8584524088831358
48.0,137990.0,69238.4,495,7,Chennai,Premium,Online,2024-07-30,No,High,19685.29,129,7.0,1.3799,11499.166666666666,-8186.123333333335,0.501763895934488
57.0,214834.0,172433.87,502,5,Kolkata,Premium,Branch,2023-05-15,Yes,High,18480.69,7,3.9,2.14834,17902.833333333332,-577.8566666666666,0.8026377109768472
31.0,112896.0,54801.72,625,11,Chennai,Corporate,Branch,2022-11-11,No,Medium,35601.63,100,5.5,1.12896,9408.0,-26193.629999999997,0.48541772959183677
47.0,145575.0,158617.33,768,5,Kolkata,Corporate,Mobile,2023-06-12,Yes,Low,22645.3,127,7.5,1.45575,12131.25,-10514.05,1.0895918255194916
70.0,148008.0,27216.51,427,6,Pune,SME,Online,2023-06-24,Yes,High,24312.03,82,9.3,1.48008,12334.0,-11978.029999999999,0.1838853980865899
19.0,106912.0,234451.69,503,8,Chennai,Corporate,Mobile,2025-09-27,No,High,12914.8,130,2.3,1.06912,8909.333333333334,-4005.4666666666653,2.192940829841365
43.0,183059.0,29470.5,793,5,Bangalore,SME,Online,2022-06-28,No,Low,44560.22,62,3.4,1.83059,15254.916666666666,-29305.303333333337,0.16098908002338044
31.0,244055.0,249045.29,761,12,Chennai,Retail,Online,2025-09-28,Yes,Low,2294.49,24,6.0,2.44055,20337.916666666668,18043.426666666666,1.0204473991518306
73.0,190243.0,113767.96,514,12,Delhi,SME,Mobile,2024-11-15,Yes,High,8810.69,78,5.605416666666668,1.90243,15853.583333333334,7042.893333333333,0.5980139085275148
60.0,134089.0,7059.75,570,15,Chennai,Corporate,Online,2021-06-04,Yes,High,19724.16,128,2.5,1.34089,11174.083333333334,-8550.076666666666,0.05264973264026132
34.0,43681.0,236847.69,848,9,Delhi,Retail,Branch,2023-07-22,Yes,Low,28950.41,135,1.2,0.43681,3640.0833333333335,-25310.326666666668,5.422213090359653
57.0,227380.0,151344.55801855895,758,7,Hyderabad,Corporate,Mobile,2025-08-31,Yes,Low,33919.62,35,6.6,2.2738,18948.333333333332,-14971.28666666667,0.6656018911890181
21.0,69900.0,279763.38,513,3,Mumbai,Retail,Mobile,2021-09-17,Yes,High,33811.04,93,9.5,0.699,5825.0,-27986.04,4.002337339055794
65.0,147720.0,64388.42,628,7,Bangalore,Corporate,Online,2026-01-17,No,Medium,7896.88,129,1.5,1.4772,12310.0,4413.12,0.4358815326292987
43.0,56007.0,66145.11,318,6,Bangalore,Retail,Online,2021-08-07,Yes,High,49075.75,64,7.8,0.56007,4667.25,-44408.5,1.1810150516899673
47.0,223893.0,284475.46,442,9,Bangalore,Retail,Branch,2022-09-11,Yes,High,42878.45,18,6.7,2.23893,18657.75,-24220.699999999997,1.270586664165472
54.0,171323.0,261614.5,408,11,Chennai,Retail,Agent,2021-11-10,Yes,High,11024.85,137,7.4,1.71323,14276.916666666666,3252.0666666666657,1.5270249762145187
19.0,95831.0,201282.9,556,0,Chennai,Premium,Agent,2022-02-12,No,Medium,30272.82,119,7.5,0.95831,7985.916666666667,-22286.903333333332,2.100394444386472
42.0,164251.0,201854.14,428,4,Delhi,Premium,Agent,2023-04-17,Yes,High,20597.62,91,4.2,1.64251,13687.583333333334,-6910.036666666665,1.2289370536556856
42.0,206749.0,201492.68,326,0,Kolkata,Corporate,Agent,2022-04-27,No,High,34296.47,145,5.5,2.06749,17229.083333333332,-17067.38666666667,0.9745763220136494
41.0,224408.0,209459.53,481,6,Hyderabad,SME,Mobile,2025-10-13,No,High,9185.02,114,9.7,2.24408,18700.666666666668,9515.646666666667,0.933387089586824
68.0,139914.0,63234.43,381,0,Delhi,Corporate,Mobile,2021-03-17,Yes,High,34570.09,47,6.7,1.39914,11659.5,-22910.589999999997,0.451952127735609
61.0,72837.0,245939.34,411,1,Pune,Premium,Branch,2024-01-10,Yes,High,41591.88,125,8.0,0.72837,6069.75,-35522.13,3.3765715227151034
45.0,150991.0,151344.55801855895,528,4,Chennai,Premium,Branch,2025-11-16,Yes,High,4528.82,98,5.605416666666668,1.50991,12582.583333333334,8053.763333333334,1.0023415833960896
40.0,61041.0,166648.63,570,1,Bangalore,Premium,Mobile,2021-12-14,No,High,48728.72,60,3.8,0.61041,5086.75,-43641.97,2.7301097622909194
25.0,114818.0,232290.8,431,9,Hyderabad,Premium,Agent,2021-01-26,Yes,High,48575.33,68,3.9,1.14818,9568.166666666666,-39007.16333333334,2.0231218101691373
27.0,53854.0,84840.34,391,5,Delhi,Premium,Mobile,2023-11-20,No,High,34248.94,44,3.0,0.53854,4487.833333333333,-29761.10666666667,1.5753767593864894
67.0,198312.0,13369.15,321,5,Kolkata,Retail,Mobile,2021-05-29,Yes,High,28233.37,31,4.6,1.98312,16526.0,-11707.369999999999,0.067414730323934
47.0,165659.0,194431.51,749,11,Hyderabad,Retail,Branch,2023-08-24,No,Low,16942.59,85,8.2,1.65659,13804.916666666666,-3137.673333333334,1.1736851604802638
